fips,votes,"Percent of adults with less than a high school diploma, 2011-2015","Percent of adults with a high school diploma only, 2011-2015","Percent of adults completing some college or associate's degree, 2011-2015","Percent of adults with a bachelor's degree or higher, 2011-2015",Unemployment_rate_2015,POP_ESTIMATE_2015,Amish,Buddhist,Catholic,Christian Generic,Eastern Orthodox,Hindu,Jewish,Mainline Christian,Mormon,Muslim,Non-Catholic Christian,Other,Other Christian,Other Misc,Pentecostal / Charismatic,Protestant Denomination,Zoroastrian,MedHHInc2014,PerCapitaInc,PovertyUnder18Pct2014,PovertyAllAgesPct2014,Deep_Pov_All,Deep_Pov_Children,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units,age_total_pop,0-4_rate,5-9_rate,10-14_rate,15-19_rate,20-24_rate,25-29_rate,30-34_rate,35-39_rate,40-44_rate,45-49_rate,50-54_rate,55-59_rate,60-64_rate,65-69_rate,70-74_rate,75-79_rate,80-84_rate,85+_rate,TOT_MALE_rate,TOT_FEMALE_rate,WHITE_MALE_rate,WHITE_FEMALE_rate,BLACK_MALE_rate,BLACK_FEMALE_rate,NATIVE_AMERICAN_MALE_rate,NATIVE_AMERICAN_FEMALE_rate,ASIAN_MALE_rate,ASIAN_FEMALE_rate,HAWAIIAN_PACIFIC_MALE_rate,HAWAIIAN_PACIFIC_FEMALE_rate,MULTI_MALE_rate,MULTI_FEMALE_rate,WHITE_rate,BLACK_rate,NATIVE_AMERICAN_rate,HAWAIIAN_PACIFIC_rate,MULTI_rate,voter_turnout_rate,Democrat
51175,8872,19.6,34.8,30.7,15,4,18109,0,0,0,390,0,0,0,120,0,0,248,3,0,23,1,0,0,46521,23414,22.4,15.3,5.904795445,8.882758621,18570,7473,602.33,3.18,599.14,31,12.5,18109,0.04710365,0.052073555,0.052073555,0.05328842,0.054337622,0.05234966,0.051024353,0.051797449,0.05803744,0.078137942,0.095201281,0.090617925,0.074162019,0,0.046937987,0.035065437,0.020652714,0.020984041,0.519907228,0.480092772,0.317742559,0.296095864,0.188580264,0.171793031,0.002098404,0.002319289,0.001877519,0,0.000276106,0.000220885,0.009332376,0,0.613838423,0.360373295,0.004417693,0.00049699,0.009332376,0.489922138,0
51177,62083,10.5,31.7,28.6,29.3,4.6,130475,0,2,159,253,1,0,0,160,20,28,70,51,2,2,12,5,0,75714,31842,12.8,9.2,3.589395512,4.332075012,122397,45185,414.26,12.76,401.5,304.9,112.5,130475,0.060609312,0.069607204,0.069607204,0.071324008,0.063475762,0.062678674,0.063652041,0.063376126,0.066058632,0.0740525,0.078145239,0.067974708,0.0552443,0,0.032550297,0.020502012,0.013473846,0.013558153,0.492569458,0.507430542,0.378961487,0.390342978,0.081195631,0.082184326,0.002291627,0.002077026,0.011680399,0,0.000735773,0.000843073,0.017704541,0,0.769304464,0.163379958,0.004368653,0.001578847,0.017704541,0.475822955,0
51179,65350,6.7,23.7,32.8,36.8,4.5,142003,0,0,97,201,0,0,0,63,15,0,95,15,4,30,7,1,0,92647,37237,7.6,5.9,2.039974013,2.614077472,128961,43978,279.93,10.97,268.96,479.5,163.5,142003,0.063963437,0.070906953,0.070906953,0.078103984,0.075322352,0.066202827,0.066442258,0.065484532,0.070075984,0.076822321,0.080737731,0.064625395,0.046583523,0,0.024344556,0.015429251,0.01010542,0.008760378,0.503475279,0.496524721,0.373801962,0.360985331,0.091716372,0.091498067,0.003288663,0.003253452,0.014295473,0,0.000859137,0.000985895,0.019513672,0,0.734787293,0.183214439,0.006542115,0.001845031,0.019513672,0.460201545,0
51181,3976,18.4,29.2,31.3,21.2,5.2,6709,0,0,0,340,0,0,0,124,0,0,177,0,6,32,0,0,0,48707,24469,20.1,12.9,3.137254902,2.827380952,7058,3444,310.31,31.36,278.95,25.3,12.3,6709,0.047100909,0.048442391,0.048442391,0.055149799,0.05902519,0.055746013,0.046504695,0.04248025,0.051572515,0.065881652,0.099120584,0.097331942,0.083619019,0,0.053212103,0.032642719,0.020569384,0.021761812,0.488597406,0.511402594,0.273364138,0.265017141,0.201520346,0.231629155,0.002832017,0.001341482,0.002235803,0,0.000149054,0.000298107,0.00849605,0,0.538381279,0.433149501,0.004173498,0.000447161,0.00849605,0.592636757,1
51183,5036,29.3,40.3,20.8,9.6,6.8,11715,0,0,7,352,0,0,0,155,10,0,143,10,14,30,0,7,0,37748,14316,30.5,23.9,7.674911661,11.56639004,12087,4696,492.83,2.61,490.22,24.7,9.6,11715,0.046948357,0.04344857,0.04344857,0.046180111,0.080921895,0.094835681,0.077336748,0.062910798,0.061715749,0.070081093,0.075800256,0.066666667,0.065556978,0,0.040375587,0.029961588,0.018523261,0.019974392,0.593597951,0.406402049,0.224242424,0.178233035,0.356295348,0.219462228,0.002390098,0.002048656,0.002987623,0,0.000170721,8.54E-05,0.007511737,0,0.402475459,0.575757576,0.004438754,0.000256082,0.007511737,0.429876227,1
51185,18495,20.8,35.8,29.9,13.5,7.5,42899,0,0,9,351,0,0,0,134,20,0,89,20,36,15,76,0,0,38292,21558,24.7,19.2,7.024369787,11.15487084,45078,20826,519.97,1.13,518.85,86.9,40.1,42899,0.049325159,0.053381198,0.053381198,0.056807851,0.05881256,0.056434882,0.056528124,0.061609828,0.063824332,0.063125015,0.069442178,0.078463367,0.07652859,0,0.047390382,0.034849297,0.024942306,0.022937598,0.498286673,0.501713327,0.464975874,0.480220984,0.023473741,0.011189072,0.000909112,0.000932423,0.003589827,0,9.32E-05,9.32E-05,0.005244878,0,0.945196858,0.034662813,0.001841535,0.000186485,0.005244878,0.431128931,0
51187,17791,14.5,36.6,28.2,20.7,4.7,39083,0,0,138,243,0,0,0,116,14,0,55,15,8,37,24,1,0,60714,29160,15.8,11.3,3.636120401,4.679494478,37575,16034,216.74,3.28,213.47,176,75.1,39083,0.060563416,0.062942968,0.062942968,0.063787324,0.063275593,0.064785201,0.059795819,0.054908784,0.061970678,0.070286314,0.083693678,0.076478264,0.064580508,0,0.03978712,0.025791265,0.016477752,0.015428703,0.49996162,0.50003838,0.45316378,0.454852493,0.026507689,0.024742215,0.002558657,0.002123685,0.00537318,0,0.000307039,0.000230279,0.012051275,0,0.908016273,0.051249904,0.004682343,0.000537318,0.012051275,0.455210705,0
51191,25715,15.9,32.9,27.8,23.3,4.8,54591,0,0,13,422,0,0,0,129,0,0,146,1,16,108,20,1,0,43353,25807,20.7,14.5,4.55828737,7.708412638,54876,25601,565.99,5.02,560.97,97.8,45.6,54591,0.049312158,0.050704329,0.050704329,0.058324632,0.056969097,0.053049037,0.053250536,0.055393746,0.064516129,0.066366251,0.074517778,0.079207195,0.074810866,0,0.053745123,0.039841732,0.026524519,0.018537854,0.491711088,0.508288912,0.474986719,0.493158213,0.008334707,0.006924218,0.001099082,0.0011174,0.003132384,0,0.000219816,0.000164862,0.003938378,0,0.968144932,0.015258925,0.002216483,0.000384679,0.003938378,0.471048341,0
51193,8291,18.9,36.3,26.4,18.3,5.4,17629,0,0,197,310,0,0,0,131,0,0,146,0,0,28,5,0,0,48232,25591,27.5,15,3.712643678,2.963410946,17454,10618,252.97,23.59,229.37,76.1,46.3,17629,0.054966249,0.050087923,0.050087923,0.049237053,0.052300187,0.0596744,0.051959839,0.046400817,0.052300187,0.054909524,0.070962618,0.083555505,0.082931533,0,0.064779624,0.046117193,0.02790856,0.024448352,0.485733734,0.514266266,0.33541324,0.349764592,0.129105451,0.144024051,0.004140904,0.003573657,0.003176584,0,0.000340348,0.000397073,0.013557207,0,0.685177832,0.273129503,0.007714561,0.000737421,0.013557207,0.470304612,0
51195,14991,26,32.4,27.6,14,8.3,39718,0,0,6,281,0,0,0,66,8,0,145,8,5,25,38,0,0,38528,19970,28.9,21.9,8.979915433,14.53727988,41452,17940,405.23,2.04,403.19,102.8,44.5,39718,0.055591923,0.054458935,0.054458935,0.060803666,0.071529281,0.075003777,0.063447303,0.062566091,0.065562214,0.067400171,0.065411149,0.072209074,0.069364016,0,0.039151015,0.028702352,0.018958659,0.016038068,0.521224634,0.478775366,0.463744398,0.461881263,0.04947379,0.00856035,0.00110781,0.000478373,0.001963845,0,5.04E-05,2.52E-05,0.004884435,0,0.925625661,0.058034141,0.001586183,7.55E-05,0.004884435,0.377435923,0
51197,13250,18.8,36.4,28.8,16,5.4,29119,4,0,20,473,0,0,0,205,18,0,41,18,16,38,161,4,0,41132,23237,21.6,15.6,4.775717394,3.962900506,29235,14079,464.65,2.82,461.82,63.3,30.5,29119,0.047906865,0.05714482,0.05714482,0.053470243,0.052920773,0.05621759,0.0549126,0.055874172,0.067928157,0.07115629,0.074315739,0.074418764,0.072804698,0,0.05061987,0.038153783,0.023112057,0.022493904,0.488924757,0.511075243,0.46320272,0.485456231,0.0149387,0.014457914,0.001030255,0.000515128,0.003125107,0,3.43E-05,0.000206051,0.006593633,0,0.948658951,0.029396614,0.001545383,0.000240393,0.006593633,0.455029362,0
51199,34062,6,19.6,32.3,42.2,4.3,67837,0,0,111,315,0,0,0,123,6,0,119,6,40,28,6,0,0,81169,36004,7,5.5,2.536622976,3.558109678,65464,26849,214.96,110.18,104.78,624.8,256.2,67837,0.053687516,0.06596695,0.06596695,0.072173003,0.067868567,0.058316258,0.060615888,0.062148975,0.061264502,0.065775314,0.079484647,0.072674204,0.054424577,0,0.038386131,0.026445745,0.018102216,0.016038445,0.493373823,0.506626177,0.382932618,0.384244586,0.065686867,0.069696478,0.002284889,0.002373336,0.024367233,0,0.001076109,0.001370933,0.017026107,0,0.767177204,0.135383345,0.004658225,0.002447042,0.017026107,0.502115365,0
51510,74384,8.5,12.1,18,61.4,3.3,153511,0,1,268,250,0,0,22,125,20,24,89,70,1,13,13,11,0,86419,54597,15.8,9.6,3.631252196,5.001969279,139966,72376,15.47,0.44,15.03,9314.3,4816.4,153511,0.075558103,0.048113816,0.048113816,0.032238732,0.044934891,0.102520341,0.12620594,0.103868778,0.080574031,0.071323879,0.065923615,0.058868746,0.051168972,0,0.02516432,0.014722072,0.009569347,0.013673287,0.482252086,0.517747914,0.32227658,0.34075734,0.108233286,0.117444353,0.003628404,0.00366749,0.0324993,0,0.000801246,0.000677476,0.014813271,0,0.663033919,0.225677639,0.007295894,0.001478721,0.014813271,0.484551596,1
51520,6966,17.6,32.8,26.3,23.3,5.3,17141,0,0,190,761,2,0,0,240,60,0,216,62,23,241,42,0,0,34099,20574,34.9,21.8,9.863411799,19.34306569,17835,8831,13.15,0.14,13.01,1370.6,678.6,17141,0.043113004,0.057347879,0.057347879,0.056647804,0.058456333,0.06907415,0.063006826,0.061548334,0.06236509,0.0639986,0.068549093,0.068607432,0.067790677,0,0.046613383,0.037512397,0.026369523,0.028119713,0.475001458,0.524998542,0.428621434,0.475876553,0.029694884,0.027477977,0.001925209,0.001925209,0.003617059,0,0.000233359,0.000116679,0.010909515,0,0.904497987,0.05717286,0.003850417,0.000350038,0.010909515,0.406394026,0
51530,2395,18.1,40.5,24.9,16.4,5.2,6618,0,0,0,441,0,0,0,91,225,0,78,225,0,105,137,28,0,38331,17460,25.2,17.2,6.445909018,5.29369108,6650,2936,6.79,0.09,6.7,992,438,6618,0.061498942,0.057872469,0.057872469,0.088546389,0.09504382,0.070716228,0.049410698,0.051223935,0.048806286,0.062405561,0.058779087,0.061196736,0.058627984,0,0.043970988,0.035055908,0.020096706,0.018434572,0.470232699,0.529767301,0.423995165,0.483831973,0.025838622,0.024629798,0.006648534,0.005137504,0.002115443,0,0.000906618,0.001813237,0.010728317,0,0.907827138,0.050468419,0.011786038,0.002719855,0.010728317,0.36189181,0
51540,22211,9.8,22.2,18.2,49.8,3.7,46597,1,13,506,449,10,0,0,183,0,79,162,107,37,61,11,6,0,45890,28285,24.4,25.9,19.92636687,12.27252218,43475,19189,10.26,0.02,10.24,4246.3,1874.2,46597,0.057814881,0.043178745,0.043178745,0.053286692,0.176964182,0.121595811,0.091357813,0.066763955,0.05109771,0.053672983,0.050303668,0.051999056,0.051398159,0,0.021246003,0.014636135,0.011481426,0.012017941,0.484086958,0.515913042,0.345279739,0.357190377,0.088610855,0.103053845,0.002060218,0.001523703,0.034036526,0,0.000386291,0.000557976,0.013713329,0,0.702470116,0.191664699,0.003583922,0.000944267,0.013713329,0.476661588,1
51550,111827,8.9,26.5,35,29.6,4.5,235429,1,0,119,297,0,1,0,86,11,15,122,29,9,57,17,2,0,66625,29735,14,9.8,4.06100084,5.817660185,222209,83196,350.86,10.06,340.8,652,244.1,235429,0.062095154,0.066181312,0.066181312,0.068079973,0.06735364,0.072391252,0.071269895,0.066189807,0.064877309,0.066355462,0.076923404,0.07096407,0.05564735,0,0.03068441,0.020231152,0.014063688,0.013209927,0.489361973,0.510638027,0.311868971,0.313062537,0.14260775,0.158706022,0.002493321,0.002013346,0.015244511,0,0.000700848,0.00067961,0.016446572,0,0.624931508,0.301313772,0.004506667,0.001380459,0.016446572,0.474992461,0
51570,8427,12.1,35.2,31,21.7,4.7,17820,0,0,330,876,0,0,0,150,61,0,626,61,9,68,20,0,0,52355,28282,18.7,11.5,4.653042374,6.401028278,17411,7831,7.81,0.29,7.52,2315.3,1041.4,17820,0.06986532,0.059820426,0.059820426,0.05959596,0.062177329,0.064534231,0.057744108,0.054713805,0.055723906,0.058080808,0.069248036,0.065151515,0.056060606,0,0.043546577,0.038159371,0.029405163,0.035297419,0.464646465,0.535353535,0.369079686,0.419360269,0.065095398,0.080022447,0.003142536,0.00308642,0.015375982,0,0.000617284,0.000841751,0.011335578,0,0.788439955,0.145117845,0.006228956,0.001459035,0.011335578,0.472895623,0
51580,2369,16.8,43.5,30.5,9.3,6.1,5658,0,0,47,1060,0,0,0,440,50,0,145,50,113,197,164,0,0,36503,21243,26.5,16.4,13.60957004,16.43081761,5961,3067,5.67,0.2,5.47,1090.1,560.8,5658,0.057971014,0.057440792,0.057440792,0.054789678,0.059738423,0.06097561,0.056557087,0.053905974,0.06097561,0.067868505,0.075998586,0.078296218,0.061505832,0,0.046836338,0.031990103,0.023153058,0.026511135,0.493814069,0.506185931,0.403852952,0.424885118,0.072640509,0.06291976,0.001413927,0.002474373,0.003534818,0,0,0,0.012371863,0,0.82873807,0.135560269,0.0038883,0,0.012371863,0.418699187,0
51590,18862,21.3,28.1,32.7,17.9,7.3,42082,0,0,117,561,1,0,2,109,14,79,222,96,8,136,72,10,0,33646,20569,36.6,23.6,10.72221815,18.33425262,43055,22438,43.95,1.01,42.93,1002.8,522.6,42082,0.0651585,0.063708949,0.063708949,0.057696878,0.067392234,0.06865168,0.055035407,0.048666888,0.04921344,0.056675063,0.065681289,0.074853857,0.069697258,0,0.044793498,0.034195143,0.027517704,0.032745592,0.461598783,0.538401217,0.222850625,0.24901383,0.221377311,0.274155221,0.002328787,0.001782235,0.006915071,0,0.000332684,0.000285158,0.007794306,0,0.471864455,0.495532532,0.004111021,0.000617841,0.007794306,0.448220142,1
51595,2367,25.3,32.6,24,18.1,7,5496,0,0,30,450,0,0,0,154,0,289,97,290,0,185,13,0,0,33160,18909,41.8,26.1,16.95070552,35.50724638,5927,2565,6.97,0.07,6.89,859.8,372.1,5496,0.054221252,0.072416303,0.072416303,0.064774381,0.062227074,0.06422853,0.058588064,0.056040757,0.058951965,0.061863173,0.068413392,0.065866084,0.06058952,0,0.038573508,0.02856623,0.025836972,0.031477438,0.457969432,0.542030568,0.156113537,0.172307132,0.286208151,0.350254731,0.002365357,0.00363901,0.006550218,0,0.000727802,0.000363901,0.006004367,0,0.32842067,0.636462882,0.006004367,0.001091703,0.006004367,0.430676856,1
51600,11854,7.6,15.2,22.4,54.9,3.4,24013,1,13,1015,557,0,5,78,251,0,0,28,99,138,171,73,7,0,94067,44747,7.9,7.8,4.37442643,3.033956199,22565,8680,6.28,0.04,6.24,3616.6,1391.2,24013,0.079165452,0.052346646,0.052346646,0.056469412,0.064298505,0.073501853,0.066630575,0.063632199,0.063965352,0.064381793,0.073335277,0.068629492,0.055803107,0,0.036771749,0.02736018,0.020488902,0.02665223,0.495523258,0.504476742,0.3605547,0.370091201,0.027276892,0.027027027,0.003164952,0.004289343,0.087077833,0,0.000666306,0.00070795,0.016782576,0,0.7306459,0.054303919,0.007454296,0.001374256,0.016782576,0.493649273,1
51610,7667,2.3,7.5,11.4,78.8,3,13892,0,8,1026,546,0,1,325,210,0,0,308,337,0,2,0,27,0,125635,59861,3.3,3.2,1.844481861,0.84822781,12332,5489,2,0,2,6169.8,2746.2,13892,0.071839908,0.074431327,0.074431327,0.065577311,0.051324503,0.05348402,0.065145407,0.071192053,0.075799021,0.076878779,0.076302908,0.07040023,0.06111431,0,0.025914195,0.018283904,0.012309243,0.013101065,0.491577887,0.508422113,0.399726461,0.403901526,0.025050389,0.024834437,0.002159516,0.0022315,0.040814857,0,0.000215952,0.000359919,0.023610711,0,0.803627987,0.049884826,0.004391016,0.000575871,0.023610711,0.551900374,1
51620,4040,19.8,24.9,29.1,26.2,6.7,8490,0,0,80,515,0,0,0,224,38,0,152,39,0,114,16,8,0,38583,19754,34.7,22.5,9.898749256,12.54094525,8582,3901,8.35,0.14,8.21,1045.8,475.4,8490,0.0803298,0.069257951,0.069257951,0.054063604,0.061366313,0.067491166,0.056183746,0.049352179,0.051118963,0.057243816,0.065253239,0.076914016,0.062661955,0,0.041460542,0.029681979,0.019434629,0.031919906,0.452532391,0.547467609,0.187750294,0.205889282,0.248881037,0.323203769,0.002002356,0.001648999,0.00376914,0,0.000235571,0.000235571,0.009893993,0,0.393639576,0.572084806,0.003651355,0.000471143,0.009893993,0.475853946,1
51630,11135,9,26.9,26.7,37.3,5.3,28118,0,0,1052,1377,0,0,12,318,0,0,588,22,10,439,27,0,0,51195,28453,23.4,16.8,12.42114874,14.74407945,24286,10467,10.51,0.07,10.44,2326.2,1002.6,28118,0.073013728,0.057578775,0.057578775,0.087417313,0.141973113,0.08876876,0.070666477,0.06689665,0.055373782,0.054235721,0.057543211,0.052315243,0.040401167,0,0.024219361,0.017497688,0.013372217,0.014296892,0.454904332,0.545095668,0.309837115,0.373532968,0.111245466,0.130521374,0.003698698,0.003520876,0.012091898,0,0.000497902,0.000604595,0.017533253,0,0.683370083,0.24176684,0.007219575,0.001102497,0.017533253,0.396009674,1
51640,2363,27.7,33.7,27.1,11.6,5.5,6914,0,0,0,768,0,0,0,256,0,0,96,0,68,131,192,22,0,33182,20081,34.8,22.7,7.617914001,9.172546504,7042,3252,8.28,0.04,8.24,854.7,394.7,6914,0.068701186,0.0649407,0.0649407,0.065374602,0.054960949,0.058721435,0.047006075,0.053514608,0.059010703,0.068267284,0.059878507,0.069424356,0.065229968,0,0.047584611,0.032831935,0.028637547,0.038761932,0.466589528,0.533410472,0.412207116,0.482354643,0.036881689,0.034856812,0.001301707,0.001880243,0.002748047,0,0.001590975,0.001301707,0.011859994,0,0.894561759,0.071738502,0.00318195,0.002892682,0.011859994,0.341770321,0
51650,61489,10.1,27.3,39.3,23.2,6,136454,16,0,80,367,0,0,4,84,8,50,155,63,8,53,44,4,0,47615,25131,21.6,15.2,7.51204655,13.38944664,137436,59566,136.3,84.89,51.41,2673.2,1158.6,136454,0.063215443,0.059529219,0.059529219,0.065619183,0.089781172,0.08579448,0.071723804,0.058393305,0.051445909,0.055278702,0.070756445,0.071445322,0.058378648,0,0.034890879,0.024982778,0.018159966,0.015961423,0.4822431,0.5177569,0.220272033,0.211455875,0.22957187,0.268442112,0.002535653,0.002579624,0.01034781,0,0.00086476,0.000762162,0.018650974,0,0.431727908,0.498013983,0.005115277,0.001626922,0.018650974,0.450620722,1
51660,17693,15.9,26.5,21.8,35.8,5.3,52538,44,0,186,318,0,0,3,126,21,70,46,95,5,72,21,2,0,38541,17919,23.6,28.3,21.55419129,5.69579288,48914,17444,17.48,0.06,17.42,2808.2,1001.5,52538,0.052647607,0.044767597,0.044767597,0.137119799,0.216262515,0.091000799,0.066961057,0.055464616,0.044329818,0.045148274,0.042921314,0.040865659,0.036735315,0,0.017187559,0.014275382,0.010830256,0.015398378,0.480395143,0.519604857,0.396836575,0.440176634,0.043340059,0.040751456,0.003959039,0.003273821,0.022003122,0,0.00098976,0.001161064,0.013266588,0,0.837013209,0.084091515,0.00723286,0.002150824,0.013266588,0.33676577,1
51670,8968,19.1,38.3,30.3,12.3,7.5,22378,0,0,87,466,5,0,0,123,0,0,199,0,25,72,44,2,0,40122,21041,31.3,19.5,8.81668416,13.02411874,22591,10121,10.8,0.52,10.28,2197.9,984.7,22378,0.075207793,0.072705336,0.072705336,0.057779962,0.066806685,0.070739119,0.071945661,0.056528734,0.057377782,0.060550541,0.065466083,0.064751095,0.053132541,0,0.036821879,0.027571722,0.019349361,0.021762445,0.469344892,0.530655108,0.264188042,0.282241487,0.179819466,0.220529091,0.002725892,0.003083385,0.004468675,0,0.001295916,0.000983108,0.016846903,0,0.546429529,0.400348557,0.005809277,0.002279024,0.016846903,0.400750737,1
51678,2448,20,18.1,18.1,43.8,7.5,7262,0,0,236,585,0,0,0,275,54,0,115,54,0,85,109,0,0,40829,15627,16.5,24.1,11.6735823,11.22302158,7042,2546,2.52,0.03,2.5,2820.3,1019.7,7262,0.029606169,0.027127513,0.027127513,0.200908841,0.270724318,0.048746902,0.039520793,0.030156982,0.029881575,0.027678326,0.034288075,0.036629028,0.045442027,0,0.033461856,0.022445607,0.021757092,0.027953732,0.561553291,0.438446709,0.476865877,0.368631231,0.048609199,0.045717433,0.001239328,0.00179014,0.020380061,0,0.000413109,0.000275406,0.014045717,0,0.845497108,0.094326632,0.003029468,0.000688516,0.014045717,0.337097218,1
51680,35349,11.7,25.1,30.1,33.1,5.6,79812,0,0,107,841,0,0,2,183,16,45,405,67,32,147,68,7,0,40065,21236,31.7,25,12.75559306,15.04198858,75568,31992,49.65,0.52,49.13,1538.2,651.2,79812,0.062734927,0.052911843,0.052911843,0.103205032,0.177441989,0.078622262,0.054164787,0.045607177,0.042487345,0.044817822,0.049754423,0.051220368,0.046860121,0,0.031035433,0.023981356,0.018994637,0.026174009,0.467861976,0.532138024,0.310805393,0.347353781,0.127675036,0.153335338,0.001954593,0.002982008,0.016162983,0,0.000551296,0.000363354,0.010712675,0,0.658159174,0.281010374,0.004936601,0.000914649,0.010712675,0.442903323,0
51683,15210,18.5,26,26.6,28.8,4.1,41764,0,0,1437,426,0,0,0,214,53,90,69,154,21,103,16,0,0,72510,28646,16.4,9.8,6.141307041,8.469259724,37821,13123,9.94,0.06,9.88,3827.8,1328.1,41764,0.084115506,0.075806915,0.075806915,0.063619385,0.070180059,0.077411168,0.081242218,0.076692846,0.069150465,0.064888421,0.069629346,0.064361651,0.046930371,0,0.020639785,0.013983335,0.008691696,0.008787472,0.501700029,0.498299971,0.36928934,0.36416531,0.074849152,0.076621013,0.007518437,0.006656451,0.030504741,0,0.001149315,0.000909875,0.018389043,0,0.73345465,0.151470166,0.014174887,0.00205919,0.018389043,0.364189254,1
51685,5214,17.7,26,28,28.3,4.2,15726,0,0,0,219,0,0,0,0,64,0,0,64,0,215,4,0,0,73065,28054,14.7,8.9,4.47761194,3.790613718,14273,4904,2.53,0,2.53,5633.1,1935.5,15726,0.059837212,0.080630802,0.080630802,0.063080249,0.064224851,0.083301539,0.088579423,0.088643012,0.079804146,0.075034974,0.069248378,0.058247488,0.03796261,0,0.018059265,0.013735216,0.008202976,0.006422485,0.511064479,0.488935521,0.354190513,0.33536818,0.075607275,0.075798041,0.006867608,0.005977362,0.052142948,0,0.001780491,0.001271779,0.020475645,0,0.689558693,0.151405316,0.01284497,0.00305227,0.020475645,0.331552842,1
51690,5873,21.9,29.7,30.6,17.8,8.8,13645,0,0,94,750,0,0,0,136,0,0,138,0,159,188,100,21,0,29971,19663,35.4,23.8,10.63444109,17.319933,13821,7205,11.01,0.05,10.96,1261.5,657.6,13645,0.070135581,0.067717112,0.067717112,0.055991206,0.054378893,0.058116526,0.049395383,0.051740564,0.053719311,0.064639062,0.072847197,0.07182118,0.062806889,0,0.048735801,0.039648223,0.027336021,0.033125687,0.458922682,0.541077318,0.23209967,0.276877977,0.20974716,0.244631733,0.002198608,0.002784903,0.005203371,0,7.33E-05,0.000293148,0.009600586,0,0.508977647,0.454378893,0.00498351,0.000366435,0.009600586,0.430414071,1
51700,68432,11,28.2,36.8,24,5.4,182385,2,0,107,268,8,9,2,83,13,19,104,46,10,44,20,4,0,48440,25408,25.8,16.7,7.155930358,11.83939845,180719,76198,119.48,50.76,68.71,2630,1108.9,182385,0.072314061,0.066025167,0.066025167,0.068925624,0.092551471,0.09368095,0.078361707,0.061869123,0.053836664,0.055004523,0.065602983,0.06327823,0.049329715,0,0.028494668,0.020440277,0.015291828,0.015724977,0.485127615,0.514872385,0.255245771,0.250897826,0.191786605,0.220791183,0.002845629,0.002818214,0.014266524,0,0.001348795,0.001134962,0.01963429,0,0.506143597,0.412577789,0.005663843,0.002483757,0.01963429,0.375206294,1
51710,75172,13,26.9,34,26.1,5.6,246393,0,0,103,323,9,0,17,90,13,42,123,75,2,83,21,3,0,42567,24252,31.7,23.4,9.445462567,13.00246435,242803,95018,96.35,42.23,54.12,4486.3,1755.7,246393,0.068808773,0.057018665,0.057018665,0.062315082,0.148088623,0.112393615,0.080842394,0.0615886,0.049709204,0.0484267,0.056373355,0.05697808,0.047464822,0,0.02294708,0.016080002,0.012342071,0.014903021,0.523326556,0.476673444,0.276472952,0.216954215,0.20423064,0.219778971,0.003944917,0.002800404,0.018872289,0,0.00126627,0.001201333,0.018539488,0,0.493427167,0.424009611,0.006745321,0.002467603,0.018539488,0.305089836,1
51720,1456,18,19.4,43,19.6,7,3939,0,0,75,427,0,0,0,41,0,0,284,0,42,0,58,0,0,31620,22715,32.9,21.6,4.06360424,1.096224117,3958,1945,7.52,0.03,7.48,529.1,260,3939,0.051789794,0.061436913,0.061436913,0.060167555,0.073115004,0.076161462,0.0642295,0.062706271,0.056105611,0.061183041,0.063975628,0.072353389,0.070576288,0,0.033764915,0.028687484,0.021832953,0.020563595,0.479309469,0.520690531,0.433612592,0.460776847,0.027671998,0.038080731,0.001269358,0.001523229,0.007870018,0,0.000253872,0,0.008631632,0,0.894389439,0.065752729,0.002792587,0.000253872,0.008631632,0.369636964,0
