fips,votes,"Percent of adults with less than a high school diploma, 2011-2015","Percent of adults with a high school diploma only, 2011-2015","Percent of adults completing some college or associate's degree, 2011-2015","Percent of adults with a bachelor's degree or higher, 2011-2015",Unemployment_rate_2015,POP_ESTIMATE_2015,Amish,Buddhist,Catholic,Christian Generic,Eastern Orthodox,Hindu,Jewish,Mainline Christian,Mormon,Muslim,Non-Catholic Christian,Other,Other Christian,Other Misc,Pentecostal / Charismatic,Protestant Denomination,Zoroastrian,MedHHInc2014,PerCapitaInc,PovertyUnder18Pct2014,PovertyAllAgesPct2014,Deep_Pov_All,Deep_Pov_Children,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units,age_total_pop,0-4_rate,5-9_rate,10-14_rate,15-19_rate,20-24_rate,25-29_rate,30-34_rate,35-39_rate,40-44_rate,45-49_rate,50-54_rate,55-59_rate,60-64_rate,65-69_rate,70-74_rate,75-79_rate,80-84_rate,85+_rate,TOT_MALE_rate,TOT_FEMALE_rate,WHITE_MALE_rate,WHITE_FEMALE_rate,BLACK_MALE_rate,BLACK_FEMALE_rate,NATIVE_AMERICAN_MALE_rate,NATIVE_AMERICAN_FEMALE_rate,ASIAN_MALE_rate,ASIAN_FEMALE_rate,HAWAIIAN_PACIFIC_MALE_rate,HAWAIIAN_PACIFIC_FEMALE_rate,MULTI_MALE_rate,MULTI_FEMALE_rate,WHITE_rate,BLACK_rate,NATIVE_AMERICAN_rate,HAWAIIAN_PACIFIC_rate,MULTI_rate,voter_turnout_rate,Democrat
51091,1391,16.3,38.6,23.4,21.6,3.5,2214,0,0,0,604,0,0,0,411,0,0,56,3,27,97,15,0,0,38636,26949,21.8,14.6,6.94259012,21.75324675,2321,1837,415.85,0.7,415.16,5.6,4.4,2214,0.035682023,0.032971996,0.032971996,0.038392051,0.039295393,0.048328817,0.0266486,0.038843722,0.047877145,0.046973803,0.079945799,0.112466125,0.104787715,0,0.082204155,0.056910569,0.035682023,0.029358627,0.499548329,0.500451671,0.487353207,0.493676603,0.004968383,0.003613369,0.002258356,0.000903342,0.002710027,0,0,0,0.002258356,0,0.98102981,0.008581752,0.003161698,0,0.002258356,0.628274616,0
51093,20481,13.7,27.7,31.7,26.9,4.6,36314,0,38,44,328,0,0,0,140,5,0,129,45,3,31,21,2,0,64350,31247,13.7,10.2,5.840969051,11.25966706,35270,14633,362.83,47.22,315.61,111.8,46.4,36314,0.046290687,0.058214463,0.058214463,0.062482789,0.055433166,0.05345046,0.053175084,0.054662114,0.058737677,0.067549705,0.089331938,0.085063612,0.072781847,0,0.047584953,0.030456573,0.019551688,0.019056011,0.486423969,0.513576031,0.361898992,0.368232638,0.108112574,0.126672909,0.00228562,0.002037782,0.004185713,0,0.000247838,0.000330451,0.009693231,0,0.73013163,0.234785482,0.004323401,0.000578289,0.009693231,0.563997356,0
51095,42737,6.2,21.1,25.7,47,4.3,73147,1,0,316,165,0,0,0,73,13,51,47,69,15,7,21,5,0,75926,39960,11.5,7.9,4.195905585,4.332425068,67009,29797,179.24,36.8,142.44,470.4,209.2,73147,0.048299999,0.05514922,0.05514922,0.059291564,0.052920831,0.053139568,0.052250947,0.051977525,0.055901131,0.064103791,0.070460853,0.069244125,0.070488195,0,0.059920434,0.043173336,0.030172119,0.02931084,0.483027329,0.516972671,0.388970156,0.416011593,0.065771665,0.069736284,0.001954967,0.001790914,0.011880186,0,0.000328106,0.000574186,0.014122247,0,0.804981749,0.13550795,0.003745882,0.000902293,0.014122247,0.584261829,0
51097,3615,15.2,41.1,25.6,18.1,4.8,7158,0,0,0,314,0,0,0,58,0,0,233,0,15,0,6,0,0,46331,25406,22.9,14.8,6.941891701,15.67055394,6945,3414,326.29,11.15,315.14,22,10.8,7158,0.037440626,0.05071249,0.05071249,0.051969824,0.05364627,0.056999162,0.052249232,0.051131601,0.052528639,0.063844649,0.082704666,0.085219335,0.08466052,0,0.063704946,0.031573065,0.024867281,0.027940766,0.502095557,0.497904443,0.348561051,0.338502375,0.128248114,0.137747974,0.009779268,0.007963118,0.001397038,0,0,0.000139704,0.014110087,0,0.687063426,0.265996088,0.017742386,0.000139704,0.014110087,0.505029338,0
51099,11967,7.3,30.3,30,32.3,4.7,25515,0,0,69,283,0,0,0,80,11,0,172,11,0,22,7,0,0,76206,34995,10.5,7.5,2.568324004,4.451534488,23584,9477,187.76,8.12,179.64,131.3,52.8,25515,0.066000392,0.075485009,0.075485009,0.068273565,0.062786596,0.061532432,0.063492063,0.068273565,0.066509896,0.070311581,0.081324711,0.068861454,0.053693906,0,0.032882618,0.021830296,0.012149716,0.011875367,0.503429355,0.496570645,0.390632961,0.381736234,0.08622379,0.085675093,0.003057025,0.003096218,0.006427592,0,0.000509504,0.000391926,0.016578483,0,0.772369195,0.171898883,0.006153243,0.000901431,0.016578483,0.469018225,0
51101,9088,12.3,39.4,29.9,18.4,4.2,16269,0,0,71,392,0,0,0,89,0,0,233,0,29,35,3,0,0,64305,28981,13.4,8.8,4.352182353,5.371043072,15935,6522,285.63,11.69,273.94,58.2,23.8,16269,0.060728994,0.064970189,0.064970189,0.06097486,0.053537402,0.062695925,0.066629787,0.062081259,0.063802323,0.067674719,0.080951503,0.075972709,0.062880325,0,0.038170754,0.023480238,0.016288647,0.014444649,0.48872088,0.51127912,0.386010203,0.395353126,0.079660704,0.092753089,0.00829799,0.006638392,0.004056795,0,0,0.000307333,0.010695187,0,0.781363329,0.172413793,0.014936382,0.000307333,0.010695187,0.558608396,0
51103,6599,10,32.8,29.2,27.9,6.7,10965,0,0,237,498,0,0,0,265,11,0,226,16,4,0,0,6,0,45827,30836,26.4,13.7,2.605716347,3.25203252,11391,7402,231.4,98.15,133.25,85.5,55.5,10965,0.035932513,0.038030096,0.038030096,0.042225262,0.042681259,0.041860465,0.037756498,0.033834929,0.036935705,0.046694026,0.065389877,0.081896945,0.090834473,0,0.0875513,0.067852257,0.048153215,0.058549932,0.468581851,0.531418149,0.328864569,0.370542636,0.129685363,0.149202006,0.001185591,0.002006384,0.003374373,0,0,0,0.005471956,0,0.699407205,0.278887369,0.003191974,0,0.005471956,0.601823985,0
51105,9353,25.5,33.6,28.8,12,7.2,24742,2,0,4,544,0,0,0,73,0,0,419,0,17,3,24,4,0,31429,16769,31.9,26.6,9.554459584,16.72893317,25587,11745,437.41,1.89,435.52,58.8,27,24742,0.049713039,0.051572225,0.051572225,0.052218899,0.052986824,0.067779484,0.060666074,0.066364886,0.067900736,0.066849891,0.068466575,0.075337483,0.071982863,0,0.052299733,0.037628324,0.021582734,0.018106863,0.52372484,0.47627516,0.473850133,0.466736723,0.039689597,0.003435454,0.003112117,0.001091262,0.001576267,0,0.000323337,4.04E-05,0.005173389,0,0.940586856,0.043125051,0.004203379,0.000363754,0.005173389,0.378021179,0
51107,180265,6.4,13.8,21.6,58.2,3.6,375629,0,1,293,126,0,0,2,78,14,87,13,109,2,30,3,1,0,122641,46962,4.4,3.9,1.644478319,1.538706214,312311,109442,521.14,5.58,515.56,605.8,212.3,375629,0.074831815,0.085581784,0.085581784,0.067489464,0.049469024,0.051116927,0.07407575,0.086843668,0.088217363,0.083276318,0.075404189,0.056422694,0.039648163,0,0.020805103,0.01341217,0.009235176,0.009296407,0.496481901,0.503518099,0.348508768,0.349525729,0.038974627,0.040002236,0.002478509,0.002305466,0.08788725,0,0.000511143,0.000676199,0.018121604,0,0.698034497,0.078976863,0.004783976,0.001187342,0.018121604,0.479901712,1
51109,17507,17.2,37,25.2,20.6,4.3,34602,0,0,56,266,0,0,0,72,8,0,139,8,32,21,0,0,0,60121,27481,17.3,11.5,4.362835546,4.552479978,33153,16319,510.87,14.57,496.3,66.8,32.9,34602,0.055314722,0.05901393,0.05901393,0.051037512,0.052742616,0.053869719,0.057482226,0.056933125,0.058638229,0.068753251,0.084359286,0.083261083,0.076903069,0,0.047020403,0.032050171,0.017918039,0.015692735,0.492110283,0.507889717,0.396942373,0.403444888,0.079475175,0.08655569,0.002427605,0.002254205,0.002485405,0,0.0002023,0.000317901,0.010577423,0,0.800387261,0.166030865,0.00468181,0.000520201,0.010577423,0.505953413,0
51111,5577,25.6,34.9,27.4,12.2,5.2,12299,0,0,0,287,0,0,0,136,0,0,77,0,39,26,7,0,0,37548,18595,28.7,22.4,6.973227786,7.401105912,12914,5935,432.38,0.69,431.68,29.9,13.7,12299,0.045044313,0.052849825,0.052849825,0.049760143,0.056427352,0.057728271,0.057321733,0.060248801,0.060167493,0.064151557,0.072607529,0.078299049,0.082445727,0,0.052768518,0.037645337,0.025855761,0.021627775,0.524595496,0.475404504,0.325798845,0.306935523,0.185462233,0.152939263,0.002276608,0.00252053,0.001300919,0,0.000894382,0.000813074,0.008862509,0,0.632734369,0.338401496,0.004797138,0.001707456,0.008862509,0.4534515,0
51113,6934,16.9,36.4,23.5,23.2,3.5,13134,19,0,50,314,0,37,0,123,0,0,89,37,26,48,2,4,0,52513,26096,18.3,12.3,3.64347626,3.622933521,13308,5932,321.87,1.19,320.68,41.5,18.5,13134,0.047967108,0.057636668,0.057636668,0.05756053,0.053296787,0.051774022,0.050327395,0.053068372,0.055733212,0.060606061,0.079412213,0.083295264,0.075376884,0,0.052230851,0.038906654,0.023146033,0.025125628,0.486675803,0.513324197,0.422795797,0.450129435,0.050022841,0.044236333,0.001598904,0.000837521,0.002360286,0,0,0.000304553,0.009897975,0,0.872925232,0.094259175,0.002436425,0.000304553,0.009897975,0.527942744,0
51115,5292,7.9,33.3,29.7,29.2,4.2,8862,0,0,58,509,0,0,0,237,0,0,129,0,11,128,0,0,0,58268,33487,18,10.6,3.711246888,10.51964512,8978,5669,251.96,166.03,85.93,104.5,66,8862,0.032836831,0.045362221,0.045362221,0.0554051,0.047619048,0.042089822,0.038478899,0.037576168,0.050552923,0.061837057,0.076393591,0.085308057,0.083502595,0,0.081809975,0.053825322,0.038140375,0.032159783,0.483073798,0.516926202,0.422590837,0.450575491,0.04615211,0.048070413,0.00169262,0.000789889,0.001918303,0,0.000112841,0.000338524,0.010607086,0,0.873166328,0.094222523,0.00248251,0.000451365,0.010607086,0.597156398,0
51117,15177,21.2,32.5,30.8,15.6,6.2,31081,0,0,32,432,0,0,0,111,0,0,263,0,5,35,13,3,0,38500,20798,30.6,21.1,8.544314189,16.01054192,32727,18591,679.23,53.74,625.49,52.3,29.7,31081,0.047231428,0.050448827,0.050448827,0.056368843,0.052636659,0.050931437,0.047971429,0.048679257,0.055725363,0.057687977,0.075222805,0.079437599,0.078247161,0,0.061291464,0.0449149,0.030147035,0.028152247,0.482384737,0.517615263,0.300376436,0.320871272,0.16727261,0.180270905,0.001673048,0.001415656,0.004568708,0,0.000546958,0.00032174,0.007946977,0,0.621247708,0.347543515,0.003088704,0.000868698,0.007946977,0.488304752,0
51119,5994,12.3,32.5,31,24.2,4.3,10606,0,0,62,366,0,0,0,145,0,0,164,0,29,22,5,0,0,48921,30489,26,14.4,3.407901,4.844290657,10959,7133,210.76,80.46,130.31,84.1,54.7,10606,0.038374505,0.042145955,0.042145955,0.042145955,0.048085989,0.047897417,0.041203093,0.037714501,0.043843108,0.058551763,0.075334716,0.088157647,0.089666227,0,0.083726193,0.054120309,0.034037337,0.03347162,0.489817085,0.510182915,0.385725061,0.412125212,0.088911937,0.085517632,0.002357156,0.001791439,0.001602866,0,0.000188573,0.000282859,0.011031492,0,0.797850273,0.174429568,0.004148595,0.000471431,0.011031492,0.565151801,0
51121,42695,8.7,21.8,23.8,45.7,4.3,97653,0,0,68,266,0,0,0,103,11,39,59,54,24,44,36,0,0,43484,23727,16,24.8,16.58530363,9.740518962,94392,38569,389.26,2.25,387.01,243.9,99.7,97653,0.045436392,0.044217792,0.044217792,0.109602368,0.192037111,0.087186262,0.061042672,0.050259593,0.053249772,0.050669206,0.052020931,0.050126468,0.048272967,0,0.026993538,0.019651214,0.013537731,0.013906383,0.52072133,0.47927867,0.448342601,0.422557423,0.023204612,0.01922112,0.001607734,0.001423407,0.034755717,0,0.000399373,0.000143365,0.012411293,0,0.870900024,0.042425732,0.003031141,0.000542738,0.012411293,0.43721135,1
51125,8247,16.1,33.6,22.2,28.2,4,14785,0,28,80,444,0,0,0,123,0,0,293,28,6,11,10,0,0,48076,27958,21.5,13.4,8.051912754,8.861646235,15020,9931,474.31,3.45,470.86,31.9,21.1,14785,0.045180927,0.051471086,0.051471086,0.051876902,0.045586743,0.045857288,0.048224552,0.050321272,0.050929997,0.057964153,0.075481907,0.083124789,0.092120392,0,0.063036862,0.044301657,0.023605005,0.024754819,0.487859317,0.512140683,0.415285763,0.428880622,0.058843422,0.066080487,0.0024349,0.002502536,0.002231992,0,0.000135272,0.000270544,0.008927968,0,0.844166385,0.124923909,0.004937437,0.000405817,0.008927968,0.557795063,0
51127,12163,9.9,33,32.5,24.6,3.8,20392,0,0,51,278,0,0,0,94,0,0,143,0,0,32,8,0,0,72406,33839,9.7,6.2,2.919354839,3.930443068,18429,7295,223.47,13.74,209.73,87.9,34.8,20392,0.046390741,0.056934092,0.056934092,0.061151432,0.055168694,0.05742448,0.057032169,0.057914869,0.066349549,0.073803452,0.08743625,0.083513142,0.076892899,0,0.042418596,0.025009808,0.012504904,0.010003923,0.510739506,0.489260494,0.416437819,0.402363672,0.072822676,0.062377403,0.005541389,0.004707729,0.004462534,0,0.000196155,0.000147117,0.011278933,0,0.818801491,0.135200078,0.010249117,0.000343272,0.011278933,0.596459396,0
51131,6134,20.3,34.2,25,20.6,6.1,12155,0,0,58,401,0,0,0,271,0,0,122,0,0,0,1,6,0,36822,23412,33.4,21.5,9.482902419,13.39732888,12389,7301,795.25,583.64,211.61,58.5,34.5,12155,0.058576717,0.055779515,0.055779515,0.05034965,0.050185109,0.053558206,0.050678733,0.048128342,0.04417935,0.048868778,0.067379679,0.08589058,0.082846565,0,0.06129165,0.040394899,0.030028795,0.035870012,0.48465652,0.51534348,0.309008638,0.306458248,0.156643357,0.195392842,0.001809955,0.001398601,0.004278075,0,0.001398601,0.000740436,0.011517894,0,0.615466886,0.352036199,0.003208556,0.002139037,0.011517894,0.504648293,1
51133,8176,11.9,31.1,31.7,25.4,6.2,12232,0,0,0,399,0,0,0,194,0,0,170,0,0,30,4,0,0,51422,29602,30.4,14.3,3.633555519,1.315123925,12330,8995,285.62,94.33,191.3,64.5,47,12232,0.037769784,0.043328973,0.043328973,0.043737737,0.039650098,0.043083715,0.037115762,0.038096795,0.033845651,0.048152387,0.069244604,0.082079791,0.088783519,0,0.098021583,0.067691302,0.039977109,0.03499019,0.491252453,0.508747547,0.362818836,0.369686069,0.119359058,0.1279431,0.000735775,0.001716808,0.00147155,0,0.000572269,0.000327011,0.006294964,0,0.732504905,0.247302158,0.002452583,0.000899281,0.006294964,0.668410726,0
51135,6717,22.3,37.1,25.4,15.2,4.5,15673,0,0,17,376,0,0,0,148,28,0,124,28,8,67,21,6,0,37996,19208,30.9,24.3,9.233954451,10.27253669,15853,6650,316.05,1.66,314.39,50.4,21.2,15673,0.061379442,0.054233395,0.054233395,0.050660371,0.062017482,0.071205257,0.065909526,0.061124226,0.060103362,0.066356154,0.076373381,0.071460473,0.061570854,0,0.045109424,0.036368277,0.025585402,0.021693358,0.53978179,0.46021821,0.298666497,0.273782939,0.227397435,0.17188796,0.00350922,0.003636828,0.002615964,0,0.000829452,0.000127608,0.006763223,0,0.572449435,0.399285395,0.007146047,0.00095706,0.006763223,0.428571429,0
51137,17157,12.1,34.7,28.1,25.1,4.6,35385,0,0,30,340,0,0,0,64,0,0,180,1,7,59,25,3,0,59282,28856,15.7,10.7,4.168149994,4.875477665,33481,14616,343.26,2.48,340.78,98.2,42.9,35385,0.056323301,0.060534125,0.060534125,0.057934153,0.052168998,0.05626678,0.059064575,0.056068956,0.059375442,0.06734492,0.075540483,0.072827469,0.064236258,0,0.051688569,0.038801752,0.023880175,0.022156281,0.48896425,0.51103575,0.403899958,0.41910414,0.065140596,0.068644906,0.001893458,0.002402148,0.004352127,0,0.000649993,0.000423908,0.013028119,0,0.823004098,0.133785502,0.004295605,0.001073901,0.013028119,0.484866469,0
51139,10663,22.9,42.9,21.4,12.8,6.9,23726,2,1,29,317,0,0,0,144,5,0,48,7,53,18,35,15,0,44851,22083,23.8,16.9,7.776463631,11.94182712,24042,11600,314.08,3.22,310.86,77.3,37.3,23726,0.04931299,0.055171542,0.055171542,0.054581472,0.052305488,0.057531822,0.05323274,0.0569839,0.061282981,0.069206777,0.080839585,0.074685998,0.069628256,0,0.053106297,0.036879373,0.025415156,0.021284667,0.496586024,0.503413976,0.476144314,0.483562337,0.011422069,0.010115485,0.001348731,0.000969401,0.001685914,0,0.000210739,0.000126444,0.005774256,0,0.959706651,0.021537554,0.002318132,0.000337183,0.005774256,0.449422574,0
51141,8489,21.3,36,30.1,12.6,5.5,18045,0,0,5,414,0,0,0,105,6,0,144,6,39,41,81,1,0,34885,18916,31.8,21.9,7.850055127,12.04715354,18490,10083,485.86,2.77,483.1,38.3,20.9,18045,0.038681075,0.050207814,0.050207814,0.05491826,0.04582987,0.044499861,0.044444444,0.049487393,0.06289831,0.067775007,0.081463009,0.081463009,0.075865891,0,0.066001663,0.048933222,0.030590191,0.024882239,0.49165974,0.50834026,0.453643669,0.470989194,0.029093932,0.027431421,0.002272098,0.002216681,0.00110834,0,0.000166251,0.000221668,0.00537545,0,0.924632862,0.056525353,0.004488778,0.000387919,0.00537545,0.470435024,0
51143,31687,19.3,35.3,31.2,14.1,5.3,62194,0,0,0,365,0,0,0,74,2,0,224,2,29,17,19,0,0,44207,21615,20.1,14.6,6.359790752,9.822980876,63506,31307,978.18,9.23,968.94,65.5,32.3,62194,0.043782358,0.054940991,0.054940991,0.059426954,0.052288002,0.051516223,0.049763643,0.051146413,0.062176416,0.068254172,0.08224266,0.08237129,0.076052352,0,0.055198251,0.036932823,0.023957295,0.021674116,0.490352767,0.509647233,0.374987941,0.387866997,0.104945815,0.111393382,0.001431006,0.001286298,0.001897289,0,0.000273338,9.65E-05,0.006817378,0,0.762854938,0.216339197,0.002717304,0.000369811,0.006817378,0.509486446,0
51145,16794,10.9,28.6,32.6,27.9,3.9,28031,5,0,102,274,0,0,0,56,11,0,144,11,0,51,16,0,0,75539,31918,9.1,7.1,2.204139675,2.029553142,28046,10043,262.35,2.13,260.22,107.8,38.6,28031,0.040205487,0.051371696,0.051371696,0.068816667,0.057757483,0.047732867,0.050265777,0.058292605,0.072098748,0.084085477,0.091648532,0.080268274,0.072277122,0,0.047162071,0.026898791,0.015411509,0.012914273,0.524169669,0.475830331,0.44222468,0.423709465,0.070814455,0.040312511,0.001926439,0.001569691,0.002283186,0,0.000214049,0.000178374,0.00670686,0,0.865934144,0.111126967,0.003496129,0.000392423,0.00670686,0.5991224,0
51147,9113,18,34.6,23,24.4,6.5,22952,2,0,59,227,0,0,0,121,0,0,70,2,9,18,0,5,0,37543,17779,30.1,25.5,11.45095514,17.13379164,23368,9149,353.84,3.88,349.96,66.8,26.1,22952,0.04130359,0.043787034,0.043787034,0.12286511,0.179679331,0.058077727,0.04505054,0.043264204,0.041739282,0.050060997,0.055332869,0.058556988,0.055942837,0,0.036990241,0.028494249,0.019693273,0.025836528,0.492767515,0.507232485,0.324634019,0.317270826,0.153189265,0.170399094,0.001873475,0.001568491,0.005010457,0,0.000348554,0.000566399,0.007711746,0,0.641904845,0.323588358,0.003441966,0.000914953,0.007711746,0.397046009,1
51149,16140,12.3,33.4,32.9,21.3,5.3,37862,0,0,70,283,0,0,0,57,18,0,48,18,3,173,0,0,0,61792,24521,13,10.5,3.118259691,3.865461847,35725,12056,281.84,16.69,265.16,134.7,45.5,37862,0.052902646,0.059980984,0.059980984,0.06085257,0.069700491,0.074665892,0.080582114,0.081480112,0.071839839,0.066029264,0.072394485,0.063757857,0.056256933,0,0.032222281,0.022846125,0.013734087,0.012122973,0.547092071,0.452907929,0.325682743,0.286118008,0.191643336,0.133405525,0.004912577,0.002931699,0.007923512,0,0.00232423,0.00200729,0.014605673,0,0.61180075,0.325048862,0.007844277,0.00433152,0.014605673,0.426284929,0
51153,144854,10.3,21.7,29.2,38.8,4.1,451721,0,3,296,155,0,0,0,54,9,43,41,57,1,27,25,4,0,91886,37440,10.4,7.2,2.553975093,3.438771274,402002,137115,348.47,12.07,336.4,1195,407.6,451721,0.07810352,0.078904899,0.078904899,0.06830765,0.064402585,0.065606868,0.076407783,0.076799617,0.07619969,0.074147538,0.072584626,0.060583856,0.044157788,0,0.022629012,0.013800554,0.007985017,0.007748145,0.499100108,0.500899892,0.323489499,0.313653782,0.105748903,0.112485362,0.005751338,0.005273166,0.041450364,0,0.001151153,0.000976266,0.021508852,0,0.637143281,0.218234264,0.011024504,0.002127419,0.021508852,0.320671388,1
51155,15112,16,34.2,31.9,17.8,5,34332,0,0,4,407,0,0,0,145,0,0,99,0,28,21,109,2,0,46186,24722,22.1,14.7,5.982422166,9.749920861,34872,17235,329.59,9.74,319.86,109,53.9,34332,0.048846557,0.049108703,0.049108703,0.052225329,0.056885704,0.058545963,0.051001981,0.054293371,0.067225912,0.073342654,0.075323314,0.076721426,0.074828149,0,0.05440988,0.036787836,0.025282535,0.019602703,0.501922405,0.498077595,0.460765467,0.462017942,0.028282652,0.024437842,0.001223348,0.000961202,0.003116626,0,0.000116509,5.83E-05,0.008417803,0,0.922783409,0.052720494,0.002184551,0.000174764,0.008417803,0.440172434,0
51157,4444,13.5,25.6,25.8,35.1,4.1,7378,0,0,108,305,0,0,0,126,0,0,142,0,0,25,11,0,0,62800,37211,16.6,9.3,4.474787076,9.698275862,7373,3839,267.03,0.8,266.23,27.7,14.4,7378,0.037679588,0.046489564,0.046489564,0.059636758,0.04960694,0.05028463,0.044049878,0.045269721,0.052046625,0.063702901,0.078476552,0.092843589,0.082678233,0,0.064380591,0.043778802,0.023854703,0.023854703,0.493358634,0.506641366,0.453645975,0.469503931,0.023312551,0.021550556,0.00067769,0.002033071,0.00352399,0,0.000271076,0.000406614,0.011927352,0,0.923149905,0.044863107,0.002710762,0.00067769,0.011927352,0.602331255,0
51159,3651,20.9,40.2,26.2,12.7,4.6,8908,0,0,0,526,0,0,0,106,0,0,272,0,61,67,11,7,0,42204,19956,23.9,19.7,5.537687037,7.815384615,9254,3850,216.36,24.87,191.49,48.3,20.1,8908,0.039964077,0.047709924,0.047709924,0.049169286,0.054445442,0.069600359,0.071957791,0.067130669,0.063650651,0.071621015,0.081163,0.070947463,0.062977099,0,0.044454423,0.038953749,0.028289178,0.034351145,0.557476426,0.442523574,0.346430175,0.321396498,0.19454423,0.107094746,0.002918725,0.001796138,0.003704535,0,0.000112259,0.000224517,0.009766502,0,0.667826673,0.301638976,0.004714863,0.000336776,0.009766502,0.409856309,0
51161,50149,8.1,26.4,31.4,34.2,3.9,94409,0,0,76,328,0,1,0,108,16,0,128,18,19,39,30,2,0,61935,31864,10.5,8.2,3.161872954,3.842218357,92376,40016,251.25,0.73,250.52,368.7,159.7,94409,0.049052527,0.055227785,0.055227785,0.062430489,0.057621625,0.052992829,0.05424271,0.054624029,0.065809404,0.068383311,0.073827707,0.072726117,0.069294241,0,0.047262443,0.034954295,0.026777108,0.026438157,0.480346153,0.519653847,0.424556981,0.459776081,0.028514231,0.031797816,0.001175735,0.00091093,0.017138197,0,0.000148291,0.000222436,0.008812719,0,0.884333061,0.060312047,0.002086665,0.000370727,0.008812719,0.531188764,0
51163,10685,14.2,36.3,24,25.5,5,22354,0,3,0,291,0,0,0,141,0,0,106,3,11,13,18,0,0,48497,26391,18.5,13,4.807735755,2.369548777,22307,11152,600.97,3.41,597.56,37.3,18.7,22354,0.041692762,0.047866154,0.047866154,0.049789747,0.050594972,0.054844771,0.050639707,0.04773195,0.054352689,0.064954818,0.075646417,0.081954013,0.080254093,0,0.059586651,0.048671379,0.032701083,0.030777489,0.494452894,0.505547106,0.467880469,0.477632638,0.013644091,0.013330947,0.003086696,0.002818288,0.00237094,0,4.47E-05,8.95E-05,0.007425964,0,0.945513107,0.026975038,0.005904983,0.000134204,0.007425964,0.477990516,0
51165,36536,18.7,35.5,22,23.8,4.1,78593,27,0,4,405,0,0,0,214,0,0,24,1,90,34,13,1,0,55798,27696,16.3,11.7,4.451819336,6.27053359,76314,33660,853.36,4.27,849.09,89.9,39.6,78593,0.05363073,0.062015701,0.062015701,0.068606619,0.06349166,0.057040703,0.056735333,0.057066151,0.0586439,0.064484114,0.072525543,0.072156553,0.064509562,0,0.043947934,0.033947044,0.023538992,0.025396664,0.490972478,0.509027522,0.463756314,0.48444518,0.012583818,0.009619177,0.002837403,0.002824679,0.003613553,0,0.000699808,0.000216304,0.007481582,0,0.948201494,0.022202995,0.005662082,0.000916112,0.007481582,0.464876007,0
51167,12195,23.4,36.7,27.5,12.4,6.5,27891,0,0,5,304,0,0,0,59,1,0,189,1,0,37,18,0,0,37378,20117,24.6,17.9,6.688237804,10.4014273,28897,13484,476.75,2.93,473.82,61,28.5,27891,0.05220322,0.054605428,0.054605428,0.055394213,0.05406762,0.056254706,0.054282744,0.057796422,0.06493134,0.066759887,0.074468467,0.084328278,0.075185544,0,0.048402711,0.035065075,0.024022086,0.0199706,0.488472984,0.511527016,0.475924133,0.499659388,0.006812233,0.00519881,0.00111147,0.001398301,0.001219031,0,0,7.17E-05,0.003406117,0,0.975583522,0.012011043,0.00250977,7.17E-05,0.003406117,0.437237819,0
51169,10055,23.5,36.2,28.5,11.7,5.1,22126,0,0,7,420,0,0,0,126,0,0,276,0,0,5,7,0,0,36290,21376,26.1,20.8,7.631697434,14.41169645,23177,11916,538.64,3.11,535.53,43.3,22.3,22126,0.046596764,0.053647293,0.053647293,0.053104944,0.051297117,0.05346651,0.055093555,0.055635903,0.063545151,0.068019525,0.075386423,0.07615475,0.073714182,0,0.055319534,0.043161891,0.028156919,0.02395372,0.501627045,0.498372955,0.490192534,0.488294314,0.004881135,0.003660851,0.001401067,0.001446262,0.00063274,0,0.000361566,0.00031637,0.004158004,0,0.978486848,0.008541987,0.002847329,0.000677935,0.004158004,0.454442737,0
51171,20335,15.5,39.5,26,19,4.3,43190,0,0,65,422,0,0,0,231,8,0,24,8,92,43,5,24,0,45430,24967,17.6,12,5.14753085,7.130320316,41993,20876,512.17,3.4,508.78,82.5,41,43190,0.054873813,0.058393147,0.058393147,0.057467006,0.054943274,0.05755962,0.056147256,0.052697384,0.057582774,0.068163927,0.074299606,0.072053716,0.06765455,0,0.053253068,0.038041213,0.025028942,0.02607085,0.486825654,0.513174346,0.45749016,0.487612873,0.014910859,0.010997916,0.002546886,0.002083816,0.003449873,0,0.000138921,0.000185228,0.008288956,0,0.945103033,0.025908775,0.004630702,0.000324149,0.008288956,0.47082658,0
51173,12825,18.2,38.8,27.9,15,6.5,31470,0,0,14,367,0,0,0,141,11,0,142,11,26,19,35,2,0,37831,22010,26.9,19.7,8.063433194,15.73698972,32208,15427,452.29,1.36,450.93,71.4,34.2,31470,0.05068319,0.054750556,0.054750556,0.056212266,0.058373054,0.056752463,0.051604703,0.056339371,0.066190022,0.068827455,0.072577058,0.072227518,0.072227518,0,0.050842072,0.037019384,0.026946298,0.024149984,0.491928821,0.508071179,0.470130283,0.486050207,0.014076899,0.012170321,0.000794407,0.001048618,0.001207499,0,0.000127105,6.36E-05,0.005592628,0,0.956180489,0.02624722,0.001843025,0.000190658,0.005592628,0.407530982,0
